Package Name,Resolved Version,Advisory ID,Title,CVSS Score,CVSS Type,CVSS Vector,Official Severity,Aliases,Advisory URL,Severity Rank
axios,1.15.0,GHSA-3w6x-2g7m-8v23,Axios: Invisible JSON Response Tampering via Prototype Pollution Gadget in `parseReviver`,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,MODERATE,CVE-2026-42044,https://github.com/axios/axios/security/advisories/GHSA-3w6x-2g7m-8v23,2
axios,1.15.0,GHSA-42h9-826w-cgv3,Axios: Excessive recursion in formDataToJSON can cause denial of service,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-42h9-826w-cgv3,2
axios,1.15.0,GHSA-445q-vr5w-6q77,Axios: CRLF Injection in multipart/form-data body via unsanitized blob.type in formDataToStream,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,MODERATE,CVE-2026-42037,https://github.com/axios/axios/security/advisories/GHSA-445q-vr5w-6q77,2
axios,1.15.0,GHSA-5c9x-8gcm-mpgx,Axios' HTTP adapter-streamed uploads bypass maxBodyLength when maxRedirects: 0,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-42034,https://github.com/axios/axios/security/advisories/GHSA-5c9x-8gcm-mpgx,2
axios,1.15.0,GHSA-62hf-57xw-28j9,Axios: unbounded recursion in toFormData causes DoS via deeply nested request data,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,MODERATE,CVE-2026-42039,https://github.com/axios/axios/security/advisories/GHSA-62hf-57xw-28j9,2
axios,1.15.0,GHSA-6chq-wfr3-2hj9,Axios: Header Injection via Prototype Pollution,7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42035,https://github.com/axios/axios/security/advisories/GHSA-6chq-wfr3-2hj9,3
axios,1.15.0,GHSA-777c-7fjr-54vf,Allocation of Resources Without Limits or Throttling in Axios,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44488,https://github.com/axios/axios/security/advisories/GHSA-777c-7fjr-54vf,3
axios,1.15.0,GHSA-7q8q-rj6j-mhjq,Axios: Nested axios option objects can consume polluted prototype values,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-7q8q-rj6j-mhjq,2
axios,1.15.0,GHSA-898c-q2cr-xwhg,axios has DoS & Header Injection via Prototype Pollution Read-Side Gadgets in axios merge functions,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:L,MODERATE,CVE-2026-44490,https://github.com/axios/axios/security/advisories/GHSA-898c-q2cr-xwhg,2
axios,1.15.0,GHSA-f4gw-2p7v-4548,Axios: NO_PROXY bypass for 0.0.0.0 local addresses in axios,6.9,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:N/VA:N/SC:H/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-f4gw-2p7v-4548,2
axios,1.15.0,GHSA-hfxv-24rg-xrqf,Axios: Regular Expression Denial of Service (ReDoS) via Cookie Name Injection,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44496,https://github.com/axios/axios/security/advisories/GHSA-hfxv-24rg-xrqf,3
axios,1.15.0,GHSA-j5f8-grm9-p9fc,Axios: Proxy-Authorization header leaks to redirect target when proxy is re-evaluated to direct connection,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,CVE-2026-44486,https://github.com/axios/axios/security/advisories/GHSA-j5f8-grm9-p9fc,3
axios,1.15.0,GHSA-jqh4-m9w3-8hp9,Axios: Fetch adapter `ReadableStream` uploads bypass `maxBodyLength`,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:L,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-jqh4-m9w3-8hp9,2
axios,1.15.0,GHSA-m7pr-hjqh-92cm,Axios: no_proxy bypass via IP alias allows SSRF,6.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,MODERATE,CVE-2026-42038,https://github.com/axios/axios/security/advisories/GHSA-m7pr-hjqh-92cm,2
axios,1.15.0,GHSA-mmx7-hfxf-jppx,Axios: Prototype pollution gadgets can alter axios request construction,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-mmx7-hfxf-jppx,2
axios,1.15.0,GHSA-mwf2-3pr3-8698,Axios: HTTP/2 streamed uploads bypass `maxBodyLength`,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:L,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-mwf2-3pr3-8698,2
axios,1.15.0,GHSA-p92q-9vqr-4j8v,Axios: Proxy-Authorization Credential Leak to Origin Server Across HTTP-to-HTTPS Redirect in Axios Node.js HTTP Adapter,8.2,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2026-44487,https://github.com/axios/axios/security/advisories/GHSA-p92q-9vqr-4j8v,3
axios,1.15.0,GHSA-pf86-5x62-jrwf,"Axios: Prototype Pollution Gadgets - Response Tampering, Data Exfiltration, and Request Hijacking",7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42033,https://github.com/axios/axios/security/advisories/GHSA-pf86-5x62-jrwf,3
axios,1.15.0,GHSA-pjwm-pj3p-43mv,"axios's shouldBypassProxy does not recognize IPv4-mapped IPv6 addresses, allowing NO_PROXY bypass (incomplete fix for CVE-2025-62718)",8.6,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,HIGH,CVE-2026-44492,https://github.com/axios/axios/security/advisories/GHSA-pjwm-pj3p-43mv,3
axios,1.15.0,GHSA-pmv8-rq9r-6j72,Axios: Deep formToJSON Key Recursion Can Cause Denial of Service,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-pmv8-rq9r-6j72,2
axios,1.15.0,GHSA-pmwg-cvhr-8vh7,Axios: Incomplete Fix for CVE-2025-62718 — NO_PROXY Protection Bypassed via RFC 1122 Loopback Subnet (127.0.0.0/8) in Axios 1.15.0,7.2,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,HIGH,CVE-2026-42043,https://github.com/axios/axios/security/advisories/GHSA-pmwg-cvhr-8vh7,3
axios,1.15.0,GHSA-q8qp-cvcw-x6jj,Axios has prototype pollution read-side gadgets in HTTP adapter that allow credential injection and request hijacking,7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42264,https://github.com/axios/axios/security/advisories/GHSA-q8qp-cvcw-x6jj,3
axios,1.15.0,GHSA-vf2m-468p-8v99,Axios: HTTP adapter streamed responses bypass maxContentLength,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-42036,https://github.com/axios/axios/security/advisories/GHSA-vf2m-468p-8v99,2
axios,1.15.0,GHSA-w9j2-pvgh-6h63,Axios: Authentication Bypass via Prototype Pollution Gadget in `validateStatus` Merge Strategy,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,MODERATE,CVE-2026-42041,https://github.com/axios/axios/security/advisories/GHSA-w9j2-pvgh-6h63,2
axios,1.15.0,GHSA-xhjh-pmcv-23jw,Axios: Null Byte Injection via Reverse-Encoding in AxiosURLSearchParams,3.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,LOW,CVE-2026-42040,https://github.com/axios/axios/security/advisories/GHSA-xhjh-pmcv-23jw,1
axios,1.15.0,GHSA-xx6v-rp6x-q39c,Axios: XSRF Token Cross-Origin Leakage via Prototype Pollution Gadget in `withXSRFToken` Boolean Coercion,5.4,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,MODERATE,CVE-2026-42042,https://github.com/axios/axios/security/advisories/GHSA-xx6v-rp6x-q39c,2
axios,1.7.7,GHSA-35jp-ww65-95wh,axios Vulnerable to Full Man-in-the-Middle via Prototype Pollution Gadget in `config.proxy`,8.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,HIGH,CVE-2026-44494,https://github.com/axios/axios/security/advisories/GHSA-35jp-ww65-95wh,3
axios,1.7.7,GHSA-3g43-6gmg-66jw,axios Vulnerable to Credential Theft and Response Hijacking via Prototype Pollution Gadget in Config Merge,7.0,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:L,HIGH,CVE-2026-44495,https://github.com/axios/axios/security/advisories/GHSA-3g43-6gmg-66jw,3
axios,1.7.7,GHSA-3p68-rc4w-qgx5,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N,MODERATE,CVE-2025-62718,https://github.com/axios/axios/security/advisories/GHSA-3p68-rc4w-qgx5,2
axios,1.7.7,GHSA-3w6x-2g7m-8v23,Axios: Invisible JSON Response Tampering via Prototype Pollution Gadget in `parseReviver`,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,MODERATE,CVE-2026-42044,https://github.com/axios/axios/security/advisories/GHSA-3w6x-2g7m-8v23,2
axios,1.7.7,GHSA-42h9-826w-cgv3,Axios: Excessive recursion in formDataToJSON can cause denial of service,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-42h9-826w-cgv3,2
axios,1.7.7,GHSA-43fc-jf86-j433,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-25639,https://github.com/axios/axios/security/advisories/GHSA-43fc-jf86-j433,3
axios,1.7.7,GHSA-445q-vr5w-6q77,Axios: CRLF Injection in multipart/form-data body via unsanitized blob.type in formDataToStream,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,MODERATE,CVE-2026-42037,https://github.com/axios/axios/security/advisories/GHSA-445q-vr5w-6q77,2
axios,1.7.7,GHSA-4hjh-wcwx-xvwj,Axios is vulnerable to DoS attack through lack of data size check,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2025-58754,https://github.com/axios/axios/security/advisories/GHSA-4hjh-wcwx-xvwj,3
axios,1.7.7,GHSA-5c9x-8gcm-mpgx,Axios' HTTP adapter-streamed uploads bypass maxBodyLength when maxRedirects: 0,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-42034,https://github.com/axios/axios/security/advisories/GHSA-5c9x-8gcm-mpgx,2
axios,1.7.7,GHSA-62hf-57xw-28j9,Axios: unbounded recursion in toFormData causes DoS via deeply nested request data,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,MODERATE,CVE-2026-42039,https://github.com/axios/axios/security/advisories/GHSA-62hf-57xw-28j9,2
axios,1.7.7,GHSA-6chq-wfr3-2hj9,Axios: Header Injection via Prototype Pollution,7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42035,https://github.com/axios/axios/security/advisories/GHSA-6chq-wfr3-2hj9,3
axios,1.7.7,GHSA-777c-7fjr-54vf,Allocation of Resources Without Limits or Throttling in Axios,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44488,https://github.com/axios/axios/security/advisories/GHSA-777c-7fjr-54vf,3
axios,1.7.7,GHSA-7q8q-rj6j-mhjq,Axios: Nested axios option objects can consume polluted prototype values,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-7q8q-rj6j-mhjq,2
axios,1.7.7,GHSA-898c-q2cr-xwhg,axios has DoS & Header Injection via Prototype Pollution Read-Side Gadgets in axios merge functions,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:L,MODERATE,CVE-2026-44490,https://github.com/axios/axios/security/advisories/GHSA-898c-q2cr-xwhg,2
axios,1.7.7,GHSA-fvcv-3m26-pcqx,Axios has Unrestricted Cloud Metadata Exfiltration via Header Injection Chain,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,MODERATE,CVE-2026-40175,https://github.com/axios/axios/security/advisories/GHSA-fvcv-3m26-pcqx,2
axios,1.7.7,GHSA-hfxv-24rg-xrqf,Axios: Regular Expression Denial of Service (ReDoS) via Cookie Name Injection,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44496,https://github.com/axios/axios/security/advisories/GHSA-hfxv-24rg-xrqf,3
axios,1.7.7,GHSA-j5f8-grm9-p9fc,Axios: Proxy-Authorization header leaks to redirect target when proxy is re-evaluated to direct connection,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,CVE-2026-44486,https://github.com/axios/axios/security/advisories/GHSA-j5f8-grm9-p9fc,3
axios,1.7.7,GHSA-jqh4-m9w3-8hp9,Axios: Fetch adapter `ReadableStream` uploads bypass `maxBodyLength`,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:L,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-jqh4-m9w3-8hp9,2
axios,1.7.7,GHSA-jr5f-v2jv-69x6,axios Requests Vulnerable To Possible SSRF and Credential Leakage via Absolute URL,7.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,HIGH,CVE-2025-27152,https://github.com/axios/axios/security/advisories/GHSA-jr5f-v2jv-69x6,3
axios,1.7.7,GHSA-m7pr-hjqh-92cm,Axios: no_proxy bypass via IP alias allows SSRF,6.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,MODERATE,CVE-2026-42038,https://github.com/axios/axios/security/advisories/GHSA-m7pr-hjqh-92cm,2
axios,1.7.7,GHSA-mmx7-hfxf-jppx,Axios: Prototype pollution gadgets can alter axios request construction,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-mmx7-hfxf-jppx,2
axios,1.7.7,GHSA-p92q-9vqr-4j8v,Axios: Proxy-Authorization Credential Leak to Origin Server Across HTTP-to-HTTPS Redirect in Axios Node.js HTTP Adapter,8.2,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2026-44487,https://github.com/axios/axios/security/advisories/GHSA-p92q-9vqr-4j8v,3
axios,1.7.7,GHSA-pf86-5x62-jrwf,"Axios: Prototype Pollution Gadgets - Response Tampering, Data Exfiltration, and Request Hijacking",7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42033,https://github.com/axios/axios/security/advisories/GHSA-pf86-5x62-jrwf,3
axios,1.7.7,GHSA-pmv8-rq9r-6j72,Axios: Deep formToJSON Key Recursion Can Cause Denial of Service,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,MODERATE,,https://github.com/axios/axios/security/advisories/GHSA-pmv8-rq9r-6j72,2
axios,1.7.7,GHSA-pmwg-cvhr-8vh7,Axios: Incomplete Fix for CVE-2025-62718 — NO_PROXY Protection Bypassed via RFC 1122 Loopback Subnet (127.0.0.0/8) in Axios 1.15.0,7.2,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,HIGH,CVE-2026-42043,https://github.com/axios/axios/security/advisories/GHSA-pmwg-cvhr-8vh7,3
axios,1.7.7,GHSA-q8qp-cvcw-x6jj,Axios has prototype pollution read-side gadgets in HTTP adapter that allow credential injection and request hijacking,7.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,CVE-2026-42264,https://github.com/axios/axios/security/advisories/GHSA-q8qp-cvcw-x6jj,3
axios,1.7.7,GHSA-vf2m-468p-8v99,Axios: HTTP adapter streamed responses bypass maxContentLength,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-42036,https://github.com/axios/axios/security/advisories/GHSA-vf2m-468p-8v99,2
axios,1.7.7,GHSA-w9j2-pvgh-6h63,Axios: Authentication Bypass via Prototype Pollution Gadget in `validateStatus` Merge Strategy,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,MODERATE,CVE-2026-42041,https://github.com/axios/axios/security/advisories/GHSA-w9j2-pvgh-6h63,2
axios,1.7.7,GHSA-xhjh-pmcv-23jw,Axios: Null Byte Injection via Reverse-Encoding in AxiosURLSearchParams,3.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,LOW,CVE-2026-42040,https://github.com/axios/axios/security/advisories/GHSA-xhjh-pmcv-23jw,1
axios,1.7.7,GHSA-xx6v-rp6x-q39c,Axios: XSRF Token Cross-Origin Leakage via Prototype Pollution Gadget in `withXSRFToken` Boolean Coercion,5.4,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,MODERATE,CVE-2026-42042,https://github.com/axios/axios/security/advisories/GHSA-xx6v-rp6x-q39c,2
braces,2.3.2,GHSA-grv7-fg5c-xmjg,Uncontrolled resource consumption in braces,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2024-4068,https://nvd.nist.gov/vuln/detail/CVE-2024-4068,3
dompurify,3.4.11,GHSA-c2j3-45gr-mqc4,DOMPurify: `CUSTOM_ELEMENT_HANDLING` bypasses `afterSanitizeElements` for allowed custom elements.,2.1,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,LOW,,https://github.com/cure53/DOMPurify/security/advisories/GHSA-c2j3-45gr-mqc4,1
esbuild,0.18.20,GHSA-67mh-4wv8-2f99,esbuild enables any website to send any requests to the development server and read the response,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,MODERATE,,https://github.com/evanw/esbuild/security/advisories/GHSA-67mh-4wv8-2f99,2
fast-uri,3.1.3,GHSA-v2hh-gcrm-f6hx,fast-uri vulnerable to host confusion via literal backslash authority delimiter,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,CVE-2026-16221,https://github.com/fastify/fast-uri/security/advisories/GHSA-v2hh-gcrm-f6hx,3
fast-xml-parser,5.2.5,GHSA-37qj-frw5-hhjh,fast-xml-parser has RangeError DoS Numeric Entities Bug,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-25128,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-37qj-frw5-hhjh,3
fast-xml-parser,5.2.5,GHSA-8gc5-j5rx-235r,fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278),7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-33036,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-8gc5-j5rx-235r,3
fast-xml-parser,5.2.5,GHSA-fj3w-jwp8-x2g3,fast-xml-parser has stack overflow in XMLBuilder with preserveOrder,2.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,LOW,CVE-2026-27942,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-fj3w-jwp8-x2g3,1
fast-xml-parser,5.2.5,GHSA-gh4j-gqv2-49f6,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,6.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,MODERATE,CVE-2026-41650,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-gh4j-gqv2-49f6,2
fast-xml-parser,5.2.5,GHSA-jmr7-xgp7-cmfj,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-26278,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-jmr7-xgp7-cmfj,3
fast-xml-parser,5.2.5,GHSA-jp2q-39xq-3w4g,Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser,5.9,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,MODERATE,CVE-2026-33349,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-jp2q-39xq-3w4g,2
fast-xml-parser,5.2.5,GHSA-m7jm-9gc2-mpf2,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,9.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:H/A:N,CRITICAL,CVE-2026-25896,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-m7jm-9gc2-mpf2,4
fast-xml-parser,5.9.3,GHSA-8r6m-32jq-jx6q,fast-xml-parser: Repeated DOCTYPE declarations reset entity expansion limits,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,,https://github.com/NaturalIntelligence/fast-xml-parser/security/advisories/GHSA-8r6m-32jq-jx6q,3
file-type,16.5.4,GHSA-5v7r-6r5c-r473,file-type affected by infinite loop in ASF parser on malformed input with zero-size sub-header,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-31808,https://github.com/sindresorhus/file-type/security/advisories/GHSA-5v7r-6r5c-r473,2
form-data,2.3.3,GHSA-fjxv-7rqg-78g4,form-data uses unsafe random function in form-data for choosing boundary,9.4,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:H/SI:H/SA:N,CRITICAL,CVE-2025-7783,https://github.com/form-data/form-data/security/advisories/GHSA-fjxv-7rqg-78g4,4
form-data,2.3.3,GHSA-hmw2-7cc7-3qxx,form-data: CRLF injection in form-data via unescaped multipart field names and filenames,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2026-12143,https://github.com/form-data/form-data/security/advisories/GHSA-hmw2-7cc7-3qxx,3
form-data,4.0.0,GHSA-fjxv-7rqg-78g4,form-data uses unsafe random function in form-data for choosing boundary,9.4,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:H/SI:H/SA:N,CRITICAL,CVE-2025-7783,https://github.com/form-data/form-data/security/advisories/GHSA-fjxv-7rqg-78g4,4
form-data,4.0.0,GHSA-hmw2-7cc7-3qxx,form-data: CRLF injection in form-data via unescaped multipart field names and filenames,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2026-12143,https://github.com/form-data/form-data/security/advisories/GHSA-hmw2-7cc7-3qxx,3
ip-address,5.9.4,GHSA-v2v4-37r5-5v8g,ip-address has XSS in Address6 HTML-emitting methods,5.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,MODERATE,CVE-2026-42338,https://github.com/beaugunderson/ip-address/security/advisories/GHSA-v2v4-37r5-5v8g,2
jsondiffpatch,0.6.0,GHSA-33vc-wfww-vjfv,jsondiffpatch is vulnerable to Cross-site Scripting (XSS) via HtmlFormatter::nodeBegin,5.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,MODERATE,CVE-2025-9910,https://nvd.nist.gov/vuln/detail/CVE-2025-9910,2
langsmith,0.1.68,GHSA-3644-q5cj-c5c7,LangSmith SDK: Public prompt pull deserializes untrusted manifests without trust boundary warning,7.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,HIGH,"CVE-2026-45134, PYSEC-2026-2555, PYSEC-2026-2560, PYSEC-2026-2582",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-3644-q5cj-c5c7,3
